employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
42439,1,13,2,0,3,1,26,5.0,2,1,0,47,1
72206,5,22,2,0,3,1,28,5.0,2,1,0,85,1
1568,1,11,2,0,3,1,35,4.0,3,0,1,92,1
31857,4,23,1,1,3,1,40,5.0,8,0,0,81,1
71176,1,23,1,0,3,1,44,4.0,6,1,0,99,1
729,1,13,2,0,3,1,37,4.0,2,1,0,64,1
31787,6,22,2,0,1,1,29,3.0,4,1,0,90,1
73440,2,10,1,0,1,1,32,3.0,2,1,0,61,1
58714,7,2,2,1,1,1,28,3.0,1,1,0,92,1
5820,1,10,1,0,3,1,33,3.0,2,1,0,48,1
6825,2,22,2,0,1,2,27,4.0,4,1,0,96,1
13506,2,15,2,0,3,2,35,3.0,10,0,0,70,1
61021,3,13,1,0,1,1,31,3.0,6,1,1,79,1
68493,1,22,2,1,3,1,29,3.0,4,1,0,53,1
34960,2,2,2,1,3,1,33,5.0,6,0,0,67,1
54740,4,2,1,1,3,1,36,3.0,8,1,0,67,1
57861,3,3,1,0,1,1,33,5.0,8,1,0,80,1
77654,3,7,2,0,2,1,26,3.0,4,0,0,91,1
72752,3,5,2,1,3,1,24,3.0,1,1,0,85,1
54631,1,2,1,0,3,1,37,5.0,4,1,0,45,1
52667,6,22,2,0,3,1,27,5.0,2,1,0,62,1
38040,1,2,2,0,3,1,32,5.0,5,1,0,48,1
53428,7,22,2,0,3,1,30,5.0,8,0,0,92,1
30048,6,2,2,0,1,2,34,3.0,10,0,0,70,1
7491,5,25,2,0,3,3,30,5.0,5,1,0,78,1
43659,3,2,2,0,2,1,24,3.0,1,0,0,86,1
11840,3,23,2,0,1,1,38,5.0,9,1,0,81,1
3797,3,22,1,1,3,2,47,5.0,4,1,0,79,1
64919,6,30,2,0,3,1,34,5.0,4,1,0,60,1
16513,9,22,3,0,3,1,27,3.0,1,1,0,97,1
60885,2,7,2,0,1,3,28,4.0,2,1,0,62,1
32674,1,2,1,0,1,1,47,3.0,2,1,1,51,1
18758,3,31,2,0,3,2,28,4.0,4,1,0,81,1
37707,1,16,1,0,1,1,37,5.0,8,0,1,60,1
3381,4,11,2,1,1,1,30,3.0,1,1,0,69,1
77233,2,2,2,1,1,1,32,4.0,5,1,0,58,1
65837,4,22,2,0,3,1,33,5.0,9,0,0,83,1
2702,1,22,2,0,3,1,34,5.0,7,0,1,68,1
36655,2,7,2,1,3,1,30,2.0,5,1,0,58,1
45818,1,28,1,0,1,1,31,5.0,6,1,0,46,1
68744,4,10,1,0,1,1,33,4.0,4,1,0,70,1
70265,3,17,1,1,3,2,37,5.0,7,1,0,78,1
59776,2,26,2,0,3,1,36,3.0,4,1,0,61,1
15344,3,2,2,0,3,1,24,3.0,1,1,0,79,1
53443,5,4,2,0,1,1,32,3.0,4,1,0,82,1
74255,4,15,1,1,3,1,35,3.0,7,1,0,71,1
32052,5,25,1,0,1,1,41,5.0,13,1,0,85,1
30757,3,22,2,0,1,1,26,3.0,3,1,0,95,1
25015,4,23,2,0,3,1,35,3.0,8,1,0,69,1
41744,1,2,2,0,1,1,34,2.0,8,1,0,53,1
18367,3,2,2,0,1,1,27,3.0,1,1,0,97,1
72271,2,27,1,0,1,1,49,4.0,7,1,0,95,1
71610,3,2,2,1,3,2,31,4.0,8,1,0,82,1
20788,3,16,1,0,3,1,33,5.0,6,1,0,78,1
69076,6,22,2,0,3,1,29,5.0,2,1,0,58,1
11979,1,1,2,0,3,1,31,2.0,3,1,0,48,1
73571,2,16,1,1,3,1,41,3.0,6,0,1,68,1
44690,4,22,1,0,3,1,34,4.0,9,1,0,96,1
77944,4,13,2,0,3,5,42,4.0,6,1,0,64,1
45589,1,22,2,0,3,1,24,4.0,2,0,0,98,1
6518,2,30,2,0,3,2,27,5.0,2,1,0,57,1
33102,3,23,2,0,1,1,31,5.0,3,0,1,93,1
71318,3,19,2,0,1,1,34,4.0,3,1,0,79,1
59548,3,13,2,0,1,1,26,3.0,3,1,0,76,1
22779,5,28,2,0,1,1,30,3.0,1,0,0,84,1
55057,3,2,2,0,1,1,41,5.0,14,1,0,80,1
6925,4,2,2,0,1,1,32,1.0,9,1,1,97,1
49659,7,2,2,0,1,1,33,4.0,8,1,0,48,1
12395,3,14,2,0,3,1,29,5.0,3,0,0,90,1
64336,3,10,2,0,1,1,28,3.0,4,0,0,89,1
65375,2,19,2,1,3,1,36,5.0,3,1,0,56,1
53604,1,4,1,0,1,1,31,5.0,7,1,0,47,1
35646,8,4,1,0,1,1,34,3.0,4,0,1,85,1
39013,2,7,2,1,1,1,29,3.0,1,1,0,62,1
4326,4,16,2,0,1,1,35,3.0,3,1,0,74,1
75316,8,25,2,0,1,1,31,5.0,5,1,0,82,1
62040,2,20,2,1,3,1,30,5.0,3,1,0,60,1
40456,1,16,2,1,3,1,31,2.0,6,0,0,87,1
28986,3,2,1,0,1,1,45,4.0,7,1,1,98,1
77535,3,2,1,0,3,1,54,5.0,6,1,0,75,1
64477,1,22,2,1,1,2,30,3.0,5,1,0,49,1
57425,1,7,2,1,3,1,27,5.0,2,0,1,59,1
25735,2,2,2,1,1,1,34,3.0,7,0,0,72,1
56574,2,3,1,1,3,1,33,5.0,3,1,0,56,1
8601,4,22,2,0,3,4,28,5.0,4,1,0,90,1
49673,3,7,3,1,1,1,24,3.0,1,1,0,77,1
6449,5,2,2,0,3,1,34,5.0,10,0,0,89,1
76941,2,23,2,1,1,1,50,4.0,8,1,0,97,1
37803,1,23,1,0,3,1,35,3.0,7,1,1,50,1
17039,5,27,2,0,1,1,27,5.0,2,0,0,82,1
3579,7,10,2,0,3,1,30,3.0,3,1,0,49,1
56813,5,13,2,0,1,1,28,3.0,1,1,0,86,1
16437,3,15,2,1,3,1,40,4.0,11,1,0,77,1
14398,1,7,2,1,3,1,30,3.0,2,0,0,59,1
77895,3,15,2,1,3,1,30,4.0,3,1,0,81,1
4904,3,23,2,0,3,4,31,4.0,5,1,0,74,1
20619,2,2,1,0,1,3,35,5.0,8,1,0,61,1
74538,1,1,1,0,3,1,41,3.0,9,1,0,53,1
67023,6,22,2,0,3,1,28,5.0,2,0,0,91,1
71684,1,2,2,1,3,1,25,3.0,1,0,1,86,1
39439,3,2,2,1,1,2,34,5.0,7,0,0,82,1
8826,1,2,2,0,1,1,37,4.0,10,1,0,52,1
20714,1,2,1,0,1,1,48,3.0,6,1,0,51,1
37361,1,13,2,0,1,1,31,5.0,7,1,0,48,1
78108,3,13,2,0,1,1,29,5.0,5,0,1,96,1
52454,5,2,1,0,1,1,43,3.0,18,0,0,87,1
33181,4,13,1,1,1,1,45,3.0,6,0,0,75,1
69878,5,26,1,0,1,1,41,5.0,5,1,1,90,1
17935,3,17,1,0,3,1,42,3.0,13,1,0,78,1
48427,2,19,1,0,3,1,38,5.0,4,1,0,56,1
3752,7,2,1,0,1,1,60,5.0,8,1,1,50,1
59146,1,4,2,0,1,1,28,5.0,1,1,0,48,1
16259,4,2,1,1,3,1,40,2.0,4,1,0,69,1
19491,9,22,2,0,1,1,30,5.0,4,1,0,61,1
72182,4,13,1,0,3,1,38,5.0,4,0,0,82,1
18150,3,27,2,1,3,1,38,5.0,4,1,0,78,1
56843,1,23,1,0,3,2,34,3.0,7,1,0,47,1
33689,1,2,1,1,3,1,33,3.0,4,1,0,49,1
25397,3,32,2,0,1,1,31,3.0,2,1,0,79,1
5938,2,10,1,0,1,1,32,1.0,10,1,0,62,1
22464,1,14,2,0,1,1,31,5.0,2,0,0,60,1
37302,2,2,2,0,3,1,37,5.0,7,0,1,79,1
3671,3,26,2,0,1,1,26,4.0,2,1,0,80,1
21288,4,30,2,0,3,1,36,3.0,8,1,0,67,1
6958,1,30,1,0,3,1,40,4.0,10,1,0,47,1
31783,5,25,2,0,3,2,32,4.0,6,1,0,91,1
33986,1,2,1,1,3,1,35,5.0,4,0,0,59,1
7652,4,2,2,1,3,1,48,3.0,16,0,0,77,1
7364,1,16,2,0,3,1,27,4.0,1,1,0,49,1
49742,3,11,1,0,3,1,37,4.0,3,0,0,82,1
68472,5,22,2,0,2,1,29,1.0,6,0,0,82,1
59519,1,30,1,0,1,1,37,3.0,7,1,0,53,1
77265,3,16,1,0,3,1,35,5.0,5,1,0,96,1
23777,8,22,2,0,3,2,30,4.0,4,1,0,84,1
9675,3,29,2,0,3,1,30,4.0,7,1,0,79,1
27692,4,22,2,0,3,1,31,3.0,4,0,0,80,1
23957,1,22,2,1,3,1,28,4.0,4,1,0,51,1
25455,3,2,1,0,1,1,34,5.0,9,1,0,80,1
76230,6,2,2,0,3,1,26,2.0,3,0,0,69,1
1500,1,10,1,0,1,1,36,5.0,2,1,0,94,1
66467,2,15,1,0,3,1,43,4.0,4,0,0,73,1
38764,2,15,2,0,1,1,39,5.0,11,1,0,60,1
59303,1,12,2,1,3,1,27,3.0,1,0,0,67,1
69137,1,28,2,0,3,1,37,4.0,3,1,0,63,1
42690,1,16,2,0,1,1,33,3.0,7,1,0,96,1
60838,1,17,2,0,3,2,26,5.0,2,0,0,65,1
38530,1,2,2,0,3,1,44,4.0,14,0,0,58,1
62225,2,15,2,0,1,1,36,4.0,8,1,0,56,1
10882,1,25,1,0,1,2,32,4.0,5,1,1,92,1
13772,3,8,2,0,3,1,27,4.0,2,1,0,78,1
43314,5,25,1,0,3,1,35,5.0,3,0,1,81,1
10610,3,27,2,0,3,2,30,3.0,6,0,0,80,1
66684,1,7,1,1,3,1,45,5.0,16,1,0,45,1
51118,2,22,1,0,1,2,38,5.0,11,0,0,72,1
15933,5,25,2,0,1,2,32,5.0,2,1,0,87,1
74499,8,22,1,0,3,2,28,3.0,1,1,0,83,1
27057,3,2,1,0,3,1,43,3.0,12,0,0,80,1
34931,1,7,2,0,3,1,45,1.0,17,0,0,62,1
31881,5,22,2,0,1,1,28,5.0,3,1,0,88,1
23767,2,7,1,0,1,1,35,5.0,3,1,0,57,1
8031,3,17,1,0,1,1,42,3.0,12,0,0,80,1
57131,6,2,2,0,3,1,24,3.0,1,0,0,71,1
12914,2,2,2,1,3,1,40,3.0,11,1,0,91,1
40525,4,7,2,0,3,1,31,5.0,6,1,0,68,1
41348,2,2,2,1,3,2,52,5.0,18,1,0,56,1
56396,4,22,2,0,1,1,30,4.0,4,1,0,67,1
38719,5,4,2,0,1,1,29,2.0,3,1,0,88,1
47608,4,10,1,0,1,1,34,5.0,2,1,0,72,1
51059,1,2,2,0,3,1,29,5.0,4,0,0,58,1
11685,2,15,2,0,1,1,31,3.0,1,1,0,56,1
14502,3,7,1,0,3,1,54,4.0,7,0,0,81,1
8278,4,13,2,1,1,1,30,4.0,2,1,0,86,1
994,1,14,2,0,3,1,59,3.0,11,0,0,65,1
12592,1,25,1,0,3,1,34,3.0,7,0,0,60,1
8360,2,7,2,0,3,1,31,5.0,2,1,0,57,0
67022,1,5,2,0,3,1,31,3.0,6,0,0,50,0
17254,2,9,1,0,1,1,34,2.0,4,0,0,63,0
40081,7,2,3,1,3,1,20,5.0,2,0,0,48,0
1078,1,22,2,0,1,3,26,3.0,1,1,0,50,0
31283,5,22,1,0,3,2,38,1.0,7,0,0,85,0
33561,1,3,1,0,1,1,42,3.0,5,0,0,43,0
578,4,2,2,1,3,2,35,3.0,7,0,0,68,0
29368,1,31,2,0,1,1,29,3.0,7,0,0,54,0
66179,5,28,1,0,3,2,35,3.0,6,0,0,86,0
12179,5,7,2,1,3,2,29,5.0,4,1,0,84,0
50350,2,7,1,1,3,1,31,2.0,5,1,0,63,0
16559,1,15,2,0,1,1,42,1.0,13,0,0,44,0
62167,1,23,1,0,3,2,43,3.0,16,0,0,50,0
11389,5,20,2,0,1,2,30,3.0,4,0,0,86,0
45346,1,6,2,1,3,1,32,5.0,9,0,0,45,0
26858,3,22,2,0,1,1,35,3.0,8,0,0,77,0
948,1,19,2,0,3,2,29,3.0,2,0,0,50,0
13465,2,10,1,0,3,1,31,3.0,4,0,0,60,0
30124,7,3,2,0,3,1,27,3.0,1,1,0,51,0
6861,3,2,1,0,3,1,32,1.0,7,0,0,74,0
7726,7,12,2,0,3,1,35,3.0,5,0,0,54,0
21967,1,2,2,0,1,1,57,2.0,5,1,0,50,0
12537,4,16,1,1,1,1,36,2.0,3,0,0,75,0
42779,4,13,1,0,3,1,33,3.0,6,0,0,69,0
68398,1,28,2,0,1,1,30,3.0,1,0,0,47,0
37905,1,4,1,0,3,1,51,3.0,17,0,0,51,0
1728,1,7,2,0,1,1,25,3.0,1,1,0,46,0
69203,2,15,2,1,1,1,37,1.0,7,0,0,63,0
44330,2,24,2,0,3,1,36,3.0,7,0,0,59,0
29110,1,16,2,0,1,2,27,3.0,3,0,0,44,0
75567,6,4,1,0,3,1,35,4.0,3,0,0,59,0
41389,1,31,2,0,3,1,27,3.0,6,0,0,49,0
58888,2,2,2,0,3,1,30,4.0,2,1,0,62,0
10553,1,2,2,0,3,1,47,4.0,7,1,0,51,0
27083,1,7,2,0,1,3,25,3.0,1,0,0,45,0
12078,5,22,2,1,1,2,29,3.0,4,1,0,81,0
48125,1,10,1,0,1,1,45,2.0,17,0,0,50,0
76812,3,2,2,1,3,1,50,3.0,6,0,0,82,0
38265,7,26,3,0,1,1,23,3.0,1,0,0,46,0
44148,6,20,2,0,1,1,31,4.0,4,1,0,61,0
39753,3,17,2,0,1,2,29,3.0,1,0,0,77,0
75114,1,32,2,0,1,1,26,4.0,2,0,0,52,0
57653,2,31,2,0,3,1,24,3.0,1,0,0,59,0
56551,1,22,2,0,3,1,34,2.0,3,0,0,47,0
68096,9,22,2,0,3,1,33,5.0,5,1,0,59,0
49033,2,15,1,0,3,1,35,3.0,3,0,0,61,0
4810,3,7,1,0,3,2,33,3.0,10,0,0,78,0
71603,3,23,2,0,3,1,35,5.0,2,1,0,79,0
52069,1,28,1,0,3,1,38,1.0,8,0,0,45,0
23675,8,7,2,0,1,2,35,1.0,5,0,0,81,0
70037,1,2,2,0,3,3,27,1.0,4,0,0,53,0
48583,2,28,2,1,1,1,33,1.0,3,0,0,57,0
20120,1,9,1,0,1,1,28,3.0,4,0,0,51,0
60230,2,19,2,0,1,2,38,5.0,5,1,0,60,0
61148,1,7,2,0,1,2,37,4.0,4,0,0,48,0
25452,5,28,2,0,3,1,29,5.0,5,1,0,87,0
36811,1,25,1,0,1,1,32,2.0,7,0,0,57,0
10578,3,26,2,0,3,1,50,5.0,12,1,0,80,0
65075,8,29,2,0,3,1,34,3.0,7,0,0,85,0
47626,2,31,1,0,3,1,50,3.0,17,0,0,63,0
49336,6,11,2,0,1,2,28,3.0,1,1,0,61,0
67429,2,15,2,1,3,1,26,3.0,2,1,0,58,0
30873,6,1,2,1,3,1,26,3.0,3,0,0,57,0
69503,3,7,1,1,1,2,33,4.0,7,0,0,82,0
62358,2,15,2,0,3,2,36,3.0,7,0,0,62,0
13180,2,7,2,0,1,1,28,1.0,2,0,0,60,0
3215,3,14,1,1,3,1,38,3.0,3,0,0,82,0
44253,4,5,2,0,1,1,28,4.0,5,0,0,68,0
29520,2,2,2,1,1,1,48,2.0,2,0,0,58,0
33839,9,2,2,0,3,1,43,1.0,3,0,0,61,0
48868,1,7,1,1,3,1,50,1.0,6,1,0,55,0
25525,2,21,2,0,1,3,44,3.0,14,0,0,56,0
27180,6,27,2,0,3,1,36,3.0,7,1,0,60,0
1264,6,7,2,0,3,1,31,3.0,3,0,0,62,0
75414,1,9,2,0,3,1,31,3.0,9,0,0,45,0
39026,2,29,2,0,1,1,38,5.0,5,1,0,62,0
73375,1,13,2,0,3,1,31,5.0,3,1,0,57,0
67925,5,28,1,0,3,1,32,3.0,7,0,0,83,0
72156,5,2,2,0,1,1,31,3.0,6,0,0,85,0
62829,1,13,2,0,3,2,26,3.0,4,0,0,50,0
64395,2,15,1,0,3,1,54,5.0,14,1,0,67,0
64068,1,23,2,0,3,1,29,3.0,7,0,0,50,0
18878,4,4,1,0,3,1,31,4.0,4,0,0,69,0
60528,3,13,2,0,3,1,31,3.0,7,1,0,84,0
71311,1,13,1,0,3,2,35,5.0,5,1,0,48,0
63759,1,7,2,0,1,1,52,4.0,8,0,0,53,0
10928,6,7,2,0,1,2,28,5.0,4,0,0,60,0
46476,1,31,2,0,3,1,26,3.0,2,0,0,51,0
15380,3,13,2,0,1,1,25,3.0,1,0,0,82,0
32161,2,22,1,0,1,1,36,3.0,10,1,0,63,0
21600,2,15,2,0,1,1,40,5.0,11,1,0,59,0
1064,1,34,2,0,1,1,36,1.0,10,0,0,48,0
55808,1,28,2,0,3,1,25,3.0,1,1,0,54,0
58452,2,2,2,0,3,2,34,5.0,4,1,0,60,0
39256,5,16,2,0,3,1,40,3.0,14,0,0,81,0
54958,2,13,1,0,1,1,34,4.0,10,0,0,60,0
68562,1,26,2,0,3,3,33,3.0,7,0,0,52,0
36911,1,14,2,0,3,1,28,5.0,4,0,0,49,0
67250,4,17,2,1,3,1,41,4.0,11,0,0,68,0
70050,2,2,2,0,3,1,30,4.0,5,0,0,55,0
6057,1,2,2,0,1,1,51,4.0,17,0,0,48,0
5506,1,33,2,0,3,1,34,2.0,8,0,0,48,0
32197,1,30,2,1,1,1,31,3.0,3,0,0,55,0
74218,2,14,2,0,3,1,42,3.0,3,0,0,64,0
28337,5,27,2,0,1,1,31,3.0,4,0,0,80,0
29935,5,3,2,0,3,1,32,4.0,4,0,0,84,0
50202,1,9,2,0,1,1,31,3.0,3,0,0,52,0
57651,3,22,1,0,1,1,52,5.0,4,1,0,80,0
55986,3,5,2,1,3,1,32,2.0,7,0,0,81,0
27149,2,2,1,1,3,1,41,5.0,7,1,0,61,0
38330,4,15,2,0,1,1,40,3.0,12,1,0,65,0
73626,2,2,2,1,3,1,50,3.0,19,1,0,62,0
48059,1,2,1,1,1,1,44,3.0,4,0,0,50,0
61523,1,2,2,0,1,1,35,4.0,7,0,0,48,0
30130,3,23,2,0,3,1,35,2.0,7,0,0,79,0
44866,4,19,2,1,1,1,36,1.0,8,1,0,66,0
46020,5,7,2,0,1,2,39,3.0,4,1,0,83,0
1344,1,4,1,0,1,1,50,1.0,10,0,0,51,0
10086,1,16,2,1,3,1,36,3.0,5,0,0,47,0
13043,1,16,1,0,1,1,35,1.0,4,0,0,48,0
50573,2,15,2,1,3,1,34,2.0,2,0,0,62,0
32678,2,12,2,1,3,1,27,3.0,2,0,0,57,0
9648,9,22,2,1,3,1,31,3.0,7,0,0,60,0
4322,1,17,2,0,1,1,41,3.0,6,0,0,46,0
33065,4,22,2,0,3,1,31,4.0,2,0,0,72,0
67713,5,31,2,0,3,1,28,3.0,1,0,0,79,0
6247,1,2,2,0,3,4,33,5.0,6,0,0,49,0
59031,4,7,2,0,1,1,26,4.0,2,1,0,67,0
52257,2,19,1,1,3,1,39,1.0,11,0,0,59,0
58850,3,22,2,0,3,1,25,3.0,2,0,0,76,0
70807,1,13,1,0,1,1,41,5.0,5,1,0,50,0
30954,1,13,2,0,1,1,34,2.0,4,0,0,47,0
61888,2,15,2,0,1,2,30,5.0,5,1,0,57,0
50471,3,17,2,0,3,1,32,4.0,5,0,0,80,0
20333,3,26,2,0,3,1,29,4.0,5,0,0,81,0
17238,4,2,2,1,3,2,36,3.0,10,0,0,71,0
13761,1,13,2,0,1,1,29,5.0,5,1,0,52,0
49661,4,7,2,1,3,1,31,4.0,8,1,0,71,0
66903,5,29,2,0,3,2,29,1.0,10,0,0,93,0
11847,1,17,1,0,3,1,42,5.0,2,0,0,47,0
21736,1,28,2,0,3,1,26,3.0,1,0,0,47,0
22084,1,2,2,0,3,2,37,5.0,9,0,0,50,0
3147,7,2,2,0,3,1,30,3.0,5,0,0,47,0
65402,4,22,3,0,3,1,24,3.0,1,0,0,68,0
67856,1,4,2,0,1,1,37,5.0,10,0,0,52,0
29460,2,2,2,1,3,1,30,3.0,7,0,0,61,0
52906,4,2,1,0,3,4,45,3.0,15,0,0,73,0
32617,7,2,3,1,3,1,22,3.0,1,0,0,51,0
54775,1,22,2,0,3,2,36,2.0,4,1,0,47,0
13046,2,7,2,0,3,1,26,4.0,3,1,0,58,0
65072,1,11,2,0,3,1,37,3.0,7,0,0,44,0
17461,2,22,2,0,3,2,25,3.0,1,1,0,60,0
74196,2,26,2,0,1,2,32,3.0,3,1,0,59,0
53730,2,2,2,0,1,2,38,5.0,7,0,0,58,0
9925,4,17,2,1,3,1,48,4.0,16,0,0,65,0
5837,2,13,2,0,1,1,53,4.0,10,0,0,58,0
15657,2,2,2,1,1,1,36,4.0,3,0,0,53,0
27169,2,7,1,0,1,1,37,5.0,3,1,0,54,0
71044,9,2,1,0,3,1,52,5.0,21,0,0,66,0
30905,1,2,2,0,3,1,24,4.0,2,1,0,50,0
53352,2,31,2,0,1,1,30,5.0,5,1,0,62,0
63881,2,15,1,1,3,2,48,3.0,20,1,0,59,0
44221,1,23,2,0,3,2,28,3.0,2,0,0,45,0
62954,1,31,2,0,3,1,31,3.0,6,0,0,50,0
47784,2,4,2,1,1,1,43,3.0,14,0,0,60,0
54546,2,30,2,0,1,1,31,5.0,4,0,0,60,0
108,5,15,2,0,3,2,31,2.0,3,0,0,88,0
3508,5,23,1,0,3,1,40,5.0,6,1,0,86,0
70039,1,7,1,0,1,2,35,1.0,4,0,0,47,0
70266,5,22,2,0,3,1,32,5.0,2,1,0,86,0
43410,1,11,2,0,1,1,38,1.0,9,0,0,51,0
49070,2,15,2,0,3,1,36,2.0,10,0,0,61,0
21872,4,7,2,1,3,2,26,3.0,2,0,0,64,0
64997,8,22,2,0,3,1,35,5.0,5,0,0,82,0
22791,1,25,1,0,3,1,43,3.0,7,0,0,53,0
12913,3,1,1,0,1,1,32,4.0,7,1,0,76,0
44510,1,13,2,0,3,3,42,1.0,9,0,0,53,0
63584,1,2,2,0,3,1,29,3.0,1,0,0,54,0
18966,3,20,1,1,1,3,36,5.0,12,1,0,79,0
34190,4,7,1,0,1,1,35,4.0,3,0,0,68,0
54110,5,4,1,0,3,2,33,5.0,6,1,0,82,0
20789,4,13,1,1,3,1,32,3.0,4,0,0,67,0
20334,5,16,2,0,3,1,32,1.0,6,0,0,83,0
9084,1,33,2,0,3,1,36,3.0,5,0,0,53,0
42845,1,24,2,0,3,2,30,3.0,9,0,0,54,0
6637,2,3,2,0,3,1,27,5.0,6,1,0,59,0
7653,1,16,2,0,3,1,48,5.0,20,0,0,51,0
42261,1,22,2,1,3,1,28,5.0,2,1,0,54,0
15903,2,23,1,1,3,1,32,4.0,4,1,0,61,0
31553,3,7,2,1,1,2,27,3.0,4,1,0,81,0
39418,3,25,2,0,3,1,27,5.0,4,1,0,82,0
20742,2,26,2,0,3,1,30,5.0,2,1,0,58,0
4438,5,28,1,0,3,1,34,4.0,8,0,0,83,0
11675,4,22,2,0,3,1,31,4.0,4,1,0,75,0
45320,2,8,2,0,3,1,33,4.0,7,0,0,59,0
61941,3,13,2,1,3,1,51,4.0,5,1,0,77,0
53984,7,10,2,0,1,1,29,5.0,3,0,0,47,0
24418,2,19,2,0,3,1,34,3.0,3,0,0,60,0
15063,6,2,2,0,1,1,40,2.0,6,0,0,61,0
19713,1,11,2,1,3,1,28,3.0,4,0,0,50,0
70826,2,22,2,0,2,1,31,1.0,5,1,0,60,0
45142,5,7,1,0,3,1,32,5.0,6,0,0,83,0
44801,2,7,3,0,3,1,27,3.0,2,0,0,64,0
22372,3,31,1,0,3,1,32,1.0,5,0,0,82,0
69552,1,2,2,0,3,1,38,5.0,7,1,0,47,0
40261,7,16,3,0,1,1,22,5.0,2,1,0,48,0
48962,4,26,2,0,1,1,28,4.0,2,0,0,68,0
31776,2,25,2,1,3,1,29,4.0,9,0,0,57,0
69420,2,15,1,0,3,1,30,3.0,8,1,0,57,0
76527,1,22,2,1,3,1,31,4.0,5,1,0,52,0
3647,1,9,1,0,1,1,27,1.0,1,0,0,48,0
33837,2,32,2,0,3,2,28,3.0,5,0,0,56,0
71480,4,2,2,1,3,1,30,2.0,6,1,0,70,0
70143,4,22,1,1,1,3,36,3.0,4,0,0,67,0
54827,1,28,2,0,3,1,36,2.0,4,0,0,48,0
44410,3,13,2,0,3,1,45,3.0,16,0,0,80,0
51074,1,16,2,0,1,3,35,3.0,5,0,0,54,0
53921,2,19,1,0,1,1,46,4.0,2,0,0,64,0
20224,5,8,2,0,1,1,29,3.0,1,1,0,89,0
31927,8,22,2,0,3,1,30,4.0,5,0,0,81,0
57606,2,19,2,1,3,1,37,5.0,10,1,0,65,0
7489,3,2,1,1,3,1,59,2.0,5,1,0,82,0
46216,7,15,2,0,1,1,44,3.0,14,1,0,46,0
8516,2,2,2,0,1,1,31,4.0,5,1,0,57,0
48982,5,32,2,0,3,2,27,3.0,1,0,0,81,0
59327,6,8,2,0,3,1,27,5.0,4,0,0,61,0
10796,1,22,2,0,3,1,34,5.0,9,0,0,44,0
44032,1,7,2,0,3,1,38,5.0,4,0,0,50,0
9212,1,4,2,0,3,1,40,5.0,11,1,0,54,0
68244,1,26,2,1,1,2,29,4.0,5,0,0,52,0
22806,2,26,2,1,3,1,39,3.0,14,0,0,54,0
64379,2,2,1,1,3,1,53,5.0,21,0,0,59,0
47826,2,34,2,0,1,1,29,2.0,6,0,0,60,0
57011,5,22,2,0,3,2,27,5.0,3,1,0,87,0
47364,4,31,2,0,1,1,30,4.0,7,1,0,66,0
13929,2,22,1,0,1,1,51,3.0,3,0,0,60,0
57332,1,2,1,1,3,1,39,5.0,6,1,0,49,0
9898,4,20,1,0,1,7,38,5.0,10,1,0,72,0
53299,1,26,2,1,3,1,28,3.0,3,1,0,51,0
20029,2,8,2,1,3,1,31,5.0,3,0,0,59,0
41571,3,11,1,1,3,1,32,3.0,3,0,0,72,0
59465,2,19,1,0,3,1,48,5.0,15,1,0,62,0
8373,1,26,1,0,3,2,39,3.0,4,0,0,49,0
33603,1,15,2,0,1,1,30,1.0,7,0,0,48,0
32712,3,7,2,0,1,2,29,3.0,6,1,0,82,0
34698,5,28,2,0,1,1,28,4.0,4,0,0,82,0
10181,6,22,2,0,1,1,23,5.0,2,0,0,57,0
49193,3,13,2,1,3,1,29,2.0,5,0,0,78,0
34862,2,12,2,0,1,1,30,5.0,2,0,0,61,0
43079,3,15,2,0,1,2,34,4.0,9,1,0,84,0
9729,1,16,2,0,1,1,24,3.0,1,1,0,48,0
56007,8,7,2,0,3,1,39,4.0,5,0,0,88,0
29272,4,2,1,0,3,1,57,3.0,16,0,0,70,0
66015,4,2,1,0,1,5,54,3.0,8,0,0,69,0
57738,1,28,2,0,1,1,35,3.0,10,0,0,47,0
41147,1,2,2,1,1,1,56,3.0,5,1,0,44,0
4802,3,2,2,0,1,1,29,4.0,3,0,0,79,0
12271,4,2,2,1,3,2,27,2.0,2,1,0,67,0
66524,2,15,2,1,1,1,35,5.0,7,1,0,62,0
1738,5,11,1,0,3,1,34,4.0,7,0,0,82,0
17952,2,23,2,0,1,1,30,5.0,4,0,0,57,0
21043,7,7,2,1,1,1,36,3.0,3,0,0,50,0
35875,2,8,2,1,3,1,35,4.0,7,1,0,62,0
22329,4,16,2,1,3,1,25,5.0,3,1,0,71,0
24126,6,7,1,0,3,1,31,3.0,9,0,0,57,0
50764,1,2,2,1,3,1,41,3.0,7,0,0,52,0
4712,5,2,2,0,3,1,45,5.0,17,1,0,81,0
47242,2,32,2,0,3,1,27,2.0,4,0,0,59,0
37452,2,2,1,0,1,1,39,4.0,8,0,0,62,0
17900,1,2,2,0,3,1,35,3.0,8,1,0,54,0
28043,1,22,2,0,3,4,33,1.0,4,0,0,49,0
52863,1,22,2,1,3,1,31,5.0,7,0,0,47,0
28230,1,7,2,0,1,1,28,3.0,1,1,0,49,0
63051,1,12,2,0,3,1,34,1.0,4,0,0,48,0
